seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_22448	4238	No terminal repeats	4	11	0.8054	NA	0	0.0000	NA	NA
contig_2478	6387	No terminal repeats	12	11	0.8054	NA	0	0.0000	NA	NA
contig_4757	10364	No terminal repeats	15	11	0.8053	NA	0	0.6974	NA	NA
contig_21045	2642	No terminal repeats	7	4	0.8053	NA	0	0.0000	NA	NA
contig_13167	6433	No terminal repeats	9	11	0.8052	NA	0	0.0000	NA	NA
contig_19482	3108	No terminal repeats	4	11	0.8052	NA	0	0.0000	NA	NA
contig_5477	5523	No terminal repeats	10	11	0.8051	NA	0	0.2019	NA	NA
contig_17277	4329	No terminal repeats	12	11	0.8051	NA	0	0.0000	NA	NA
contig_22249	3165	No terminal repeats	5	11	0.8050	NA	0	0.0000	NA	NA
contig_4992	11228	No terminal repeats	4	11	0.8046	NA	0	1.2604	NA	NA
contig_16343	2692	No terminal repeats	7	11	0.8046	NA	0	0.9967	NA	NA
contig_6502	8916	No terminal repeats	10	11	0.8045	NA	0	0.0000	NA	NA
contig_21931	6484	No terminal repeats	15	11	0.8045	NA	0	0.0000	NA	NA
contig_18802	8948	No terminal repeats	10	11	0.8043	NA	0	0.7944	NA	NA
contig_6376	7321	No terminal repeats	18	11	0.8043	NA	0	0.0000	NA	NA
contig_15114	9643	No terminal repeats	16	11	0.8043	NA	0	0.0000	NA	NA
contig_5376	3259	No terminal repeats	7	11	0.8042	NA	0	0.6985	NA	NA
contig_15881	3901	No terminal repeats	5	11	0.8041	NA	0	0.0000	NA	NA
contig_10210	5905	No terminal repeats	7	11	0.8035	NA	0	0.0000	NA	NA
contig_18472	3522	No terminal repeats	6	11	0.8035	NA	0	0.0000	NA	NA
contig_4096	4986	No terminal repeats	8	11	0.8035	NA	0	0.0000	NA	NA
contig_2176	6734	No terminal repeats	14	11	0.8034	NA	0	0.0000	NA	NA
contig_16154	3027	No terminal repeats	5	11	0.8034	NA	0	0.0000	NA	NA
contig_10753	7912	No terminal repeats	11	11	0.8033	NA	0	0.8169	NA	NA
contig_17273	4789	No terminal repeats	6	11	0.8033	NA	0	0.3420	NA	NA
contig_23685	8279	No terminal repeats	4	4	0.8032	NA	0	0.0000	NA	NA
contig_13352	6863	No terminal repeats	13	11	0.8032	NA	0	0.0000	NA	NA
contig_11656	5022	No terminal repeats	9	11	0.8031	NA	0	0.0000	NA	NA
contig_1813	3601	No terminal repeats	5	11	0.8029	NA	0	0.0000	NA	NA
contig_15823	3845	No terminal repeats	7	11	0.8028	NA	0	0.0000	NA	NA
contig_17545	6043	No terminal repeats	8	11	0.8027	NA	0	0.0000	NA	NA
contig_16924	3126	No terminal repeats	5	11	0.8027	NA	0	0.9595	NA	NA
contig_25779	10227	No terminal repeats	17	11	0.8027	NA	0	0.0000	NA	NA
contig_24744	4345	No terminal repeats	4	11	0.8025	NA	0	0.0000	NA	NA
contig_7950	3667	No terminal repeats	6	11	0.8025	NA	0	0.0000	NA	NA
contig_9228	4551	No terminal repeats	7	11	0.8022	NA	0	0.0000	NA	NA
contig_16716	3248	No terminal repeats	5	11	0.8021	NA	0	0.0000	NA	NA
contig_7373	3143	No terminal repeats	5	11	0.8018	NA	0	0.0000	NA	NA
contig_23308	8288	No terminal repeats	12	11	0.8018	NA	0	0.0000	NA	NA
contig_4202	2904	No terminal repeats	3	11	0.8016	NA	0	0.0000	NA	NA
contig_17897	3845	No terminal repeats	8	11	0.8015	NA	0	0.0000	NA	NA
contig_17608	7357	No terminal repeats	9	11	0.8014	NA	0	0.0000	NA	NA
contig_20380	4961	No terminal repeats	5	4	0.8011	NA	0	0.0000	NA	NA
contig_13637	4182	No terminal repeats	7	11	0.8008	NA	0	0.0000	NA	NA
contig_12334	4602	No terminal repeats	6	11	0.8007	NA	0	0.0000	NA	NA
contig_12968	2957	No terminal repeats	6	11	0.8006	NA	0	0.0000	NA	NA
contig_10235	4776	No terminal repeats	10	11	0.8005	NA	0	0.0000	NA	NA
contig_20164	3113	No terminal repeats	5	11	0.8005	NA	0	1.5309	NA	NA
contig_16459	4224	No terminal repeats	6	11	0.8003	NA	0	0.0000	NA	NA
contig_19652	4446	No terminal repeats	5	11	0.8002	NA	0	0.0000	NA	NA
contig_13849	3320	No terminal repeats	5	11	0.8002	NA	0	0.0000	NA	NA
contig_8421	2696	No terminal repeats	5	11	0.8000	NA	0	1.5606	NA	NA
contig_22967	4784	No terminal repeats	7	11	0.7999	NA	0	0.0000	NA	NA
contig_21172	3165	No terminal repeats	6	11	0.7998	NA	0	2.5713	NA	NA
contig_18003	5096	No terminal repeats	5	11	0.7995	NA	0	0.0000	NA	NA
contig_14883	3502	No terminal repeats	4	11	0.7993	NA	0	0.0000	NA	NA
contig_22262	3653	No terminal repeats	7	11	0.7993	NA	0	0.0000	NA	NA
contig_2274	4770	No terminal repeats	11	11	0.7993	NA	0	0.0000	NA	NA
contig_23408	4061	No terminal repeats	5	11	0.7992	NA	0	0.0000	NA	NA
contig_7769	5932	No terminal repeats	10	11	0.7991	NA	0	0.0000	NA	NA
contig_22954	9401	No terminal repeats	13	11	0.7987	NA	0	1.9027	NA	NA
contig_3036	6183	No terminal repeats	4	11	0.7986	NA	0	0.0000	NA	NA
contig_16180	9356	No terminal repeats	17	11	0.7986	NA	0	0.8648	NA	NF000402
contig_18657	5278	No terminal repeats	1	11	0.7982	NA	0	0.0000	NA	NA
contig_25870	8913	No terminal repeats	10	11	0.7978	NA	0	0.5104	NA	NA
contig_17683	4255	No terminal repeats	4	11	0.7977	NA	0	0.0000	NA	NA
contig_8315	3846	No terminal repeats	9	11	0.7976	NA	0	1.8883	NA	NA
contig_1797	10157	No terminal repeats	15	11	0.7976	NA	0	0.5689	NA	NA
contig_2971	3604	No terminal repeats	2	11	0.7974	NA	0	0.0000	NA	NA
contig_21571	11832	No terminal repeats	29	11	0.7974	NA	0	1.0614	NA	NA
contig_7475	9424	No terminal repeats	15	11	0.7973	NA	0	0.1856	NA	NA
contig_22212	5846	No terminal repeats	7	11	0.7972	NA	0	0.0000	NA	NA
contig_5470	2898	No terminal repeats	5	11	0.7972	NA	0	0.0000	NA	NA
contig_22992	5345	No terminal repeats	5	11	0.7968	NA	0	0.0000	NA	NA
contig_20197	2841	No terminal repeats	4	11	0.7968	NA	0	0.6345	NA	NA
contig_19985	5114	No terminal repeats	12	11	0.7967	NA	0	0.0000	NA	NA
contig_3458	9793	No terminal repeats	9	11	0.7965	NA	0	1.6281	NA	NA
contig_8686	4717	No terminal repeats	9	11	0.7965	NA	0	0.0000	NA	NA
contig_9971	3458	No terminal repeats	4	11	0.7965	NA	0	0.9180	NA	NA
contig_22142	3103	No terminal repeats	10	11	0.7964	NA	0	0.0000	NA	NA
contig_22778	4755	No terminal repeats	9	11	0.7961	NA	0	0.0000	NA	NA
contig_11115	11334	No terminal repeats	20	11	0.7960	NA	0	0.2362	NA	NA
contig_4706	3113	No terminal repeats	6	11	0.7958	NA	0	0.0000	NA	NA
contig_3432	6209	No terminal repeats	7	11	0.7958	NA	0	0.0000	NA	NA
contig_4168	3153	No terminal repeats	5	11	0.7957	NA	0	0.0000	NA	NA
contig_25114	11544	No terminal repeats	23	11	0.7956	NA	0	1.5648	NA	NA
contig_12038	3581	No terminal repeats	5	11	0.7954	NA	0	1.4376	NA	NA
contig_4487	2593	No terminal repeats	5	11	0.7950	NA	0	1.1708	NA	NA
contig_25072	9996	No terminal repeats	16	11	0.7950	NA	0	1.0177	NA	NA
contig_13211	3475	No terminal repeats	6	4	0.7949	NA	0	0.0000	NA	NA
contig_15640	4731	No terminal repeats	7	11	0.7949	NA	0	0.0000	NA	NA
contig_24376	11921	No terminal repeats	14	11	0.7948	NA	0	1.2070	NA	NA
contig_1934	2600	No terminal repeats	4	11	0.7948	NA	0	0.0000	NA	NA
contig_22957	3326	No terminal repeats	4	11	0.7947	NA	0	0.2630	NA	NA
contig_22888	2580	No terminal repeats	5	11	0.7944	NA	0	0.0000	NA	NA
contig_21376	3207	No terminal repeats	7	11	0.7943	NA	0	0.0000	NA	NA
contig_18699	3072	No terminal repeats	5	11	0.7943	NA	0	0.0000	NA	NA
contig_18405	12100	No terminal repeats	27	11	0.7940	NA	0	1.7183	NA	NA
contig_7597	3914	No terminal repeats	9	11	0.7940	NA	0	0.0000	NA	NA
contig_12467	4828	No terminal repeats	4	11	0.7937	NA	0	0.0000	NA	NA
contig_7694	4842	No terminal repeats	5	11	0.7937	NA	0	0.0000	NA	NA
contig_10957	6375	No terminal repeats	10	4	0.7936	NA	0	0.0000	NA	NA
contig_21102	3940	No terminal repeats	7	11	0.7935	NA	0	0.2184	NA	NA
contig_11616	3838	No terminal repeats	5	11	0.7935	NA	0	0.0000	NA	NA
contig_6526	2566	No terminal repeats	5	11	0.7933	NA	0	0.0000	NA	NA
contig_9337	3642	No terminal repeats	3	11	0.7930	NA	0	0.0000	NA	NA
contig_16424	6190	No terminal repeats	12	11	0.7930	NA	0	0.0000	NA	NA
contig_15035	17278	No terminal repeats	22	11	0.7922	NA	0	0.1154	NA	NA
contig_16576	3433	No terminal repeats	5	11	0.7922	NA	0	0.0000	NA	NA
contig_3250	2978	No terminal repeats	5	11	0.7921	NA	0	1.6500	NA	NA
contig_11053	2858	No terminal repeats	5	11	0.7918	NA	0	0.0000	NA	NA
contig_11992	6314	No terminal repeats	11	11	0.7917	NA	0	0.0000	NA	NA
contig_16481	10615	No terminal repeats	20	11	0.7917	NA	0	0.0000	NA	NA
contig_19790	4661	No terminal repeats	7	11	0.7917	NA	0	0.0000	NA	NA
contig_15030	4898	No terminal repeats	8	11	0.7916	NA	0	0.9717	NA	NA
contig_22887	2735	No terminal repeats	4	11	0.7914	NA	0	0.0000	NA	NA
contig_16033	5900	No terminal repeats	8	11	0.7914	NA	0	0.0000	NA	NA
contig_5768	4214	No terminal repeats	9	11	0.7911	NA	0	3.8650	NA	NA
contig_17238	4906	No terminal repeats	8	11	0.7909	NA	0	0.0000	NA	NA
contig_4756	4039	No terminal repeats	6	11	0.7907	NA	0	0.0000	NA	NA
contig_7268	9559	No terminal repeats	11	11	0.7906	NA	0	0.0000	NA	NA
contig_18121	3178	No terminal repeats	4	11	0.7906	NA	0	1.8452	NA	NA
contig_14470	8739	No terminal repeats	9	11	0.7906	NA	0	1.0253	NA	NA
contig_25787	4471	No terminal repeats	11	11	0.7905	NA	0	0.0000	NA	NA
contig_22275	3595	No terminal repeats	10	11	0.7905	NA	0	0.3240	NA	NA
contig_22045	9915	No terminal repeats	15	11	0.7903	NA	0	1.0779	NA	NF033105
contig_6471	6430	No terminal repeats	9	11	0.7900	NA	0	0.0000	NA	NA
contig_22925	3349	No terminal repeats	4	11	0.7898	NA	0	0.0000	NA	NA
contig_21254	17828	No terminal repeats	23	11	0.7898	NA	0	0.7631	NA	NA
contig_224	14954	No terminal repeats	18	11	0.7897	NA	0	0.2189	NA	NA
contig_19667	5390	No terminal repeats	12	11	0.7896	NA	0	0.0000	NA	NA
contig_13123	3264	No terminal repeats	1	11	0.7892	NA	0	0.4526	NA	NA
contig_9737	2816	No terminal repeats	3	11	0.7892	NA	0	0.0000	NA	NA
contig_11438	7061	No terminal repeats	8	11	0.7892	NA	0	0.0000	NA	NA
contig_17134	3661	No terminal repeats	9	11	0.7891	NA	0	0.5047	NA	NA
contig_18353	7267	No terminal repeats	11	11	0.7890	NA	0	0.0000	NA	NA
contig_19165	4353	No terminal repeats	4	11	0.7890	NA	0	0.0000	NA	NA
contig_4839	4377	No terminal repeats	5	11	0.7888	NA	0	0.0000	NA	NA
contig_23867	14000	No terminal repeats	20	11	0.7888	NA	0	1.0057	NA	NF033068;NF000051
contig_16638	5529	No terminal repeats	11	11	0.7883	NA	0	0.0000	NA	NA
contig_17127	4759	No terminal repeats	7	11	0.7883	NA	0	1.3991	NA	NA
contig_11477	11587	No terminal repeats	22	11	0.7883	NA	0	0.0000	NA	NA
contig_17166	4475	No terminal repeats	9	11	0.7880	NA	0	0.1583	NA	NA
contig_20684	9755	No terminal repeats	10	11	0.7878	NA	0	0.7098	NA	NA
contig_19373	3319	No terminal repeats	7	11	0.7878	NA	0	0.0000	NA	NA
contig_6855	5562	No terminal repeats	10	11	0.7875	NA	0	0.0000	NA	NA
contig_13019	9036	No terminal repeats	12	11	0.7875	NA	0	0.0000	NA	NA
contig_13150	3598	No terminal repeats	2	11	0.7875	NA	0	1.0714	NA	NA
contig_1661	3085	No terminal repeats	4	11	0.7872	NA	0	0.0000	NA	NA
contig_13959	12324	No terminal repeats	21	11	0.7869	NA	0	0.3394	NA	NA
contig_12296	7947	No terminal repeats	17	11	0.7868	NA	0	0.1639	NA	NA
contig_7507	6703	No terminal repeats	10	11	0.7867	NA	0	0.0000	NA	NA
contig_14430	3036	No terminal repeats	5	11	0.7865	NA	0	0.0000	NA	NA
contig_6898	6244	No terminal repeats	5	11	0.7865	NA	0	0.0000	NA	NA
contig_8325	7294	No terminal repeats	12	11	0.7858	NA	0	1.6153	NA	NA
contig_8626	17327	No terminal repeats	14	11	0.7858	NA	0	1.2735	NA	NA
contig_18106	5298	No terminal repeats	9	11	0.7855	NA	0	1.8029	NA	NA
contig_14419	21833	No terminal repeats	29	11	0.7853	NA	0	0.8049	NA	NA
contig_11284	4322	No terminal repeats	5	11	0.7852	NA	0	0.0137	NA	NA
contig_18695	2980	No terminal repeats	7	11	0.7851	NA	0	0.0000	NA	NA
contig_18437	5434	No terminal repeats	10	11	0.7850	NA	0	0.0000	NA	NA
contig_9826	7866	No terminal repeats	9	11	0.7849	NA	0	0.0000	NA	NA
contig_2871	2972	No terminal repeats	6	11	0.7847	NA	0	0.0000	NA	NA
contig_10497	2913	No terminal repeats	4	11	0.7846	NA	0	0.0000	NA	NA
contig_10150	4372	No terminal repeats	7	11	0.7844	NA	0	1.1708	NA	NA
contig_18678	3240	No terminal repeats	6	11	0.7842	NA	0	0.0000	NA	NA
contig_15202	8224	No terminal repeats	10	4	0.7842	NA	0	0.0000	NA	NA
contig_11097	8523	No terminal repeats	9	11	0.7840	NA	0	0.4136	NA	NA
contig_8342	2626	No terminal repeats	5	11	0.7837	NA	0	0.0000	NA	NA
contig_21428	4847	No terminal repeats	5	11	0.7835	NA	0	0.0000	NA	NA
contig_210	5668	No terminal repeats	8	11	0.7829	NA	0	0.0000	NA	NA
contig_8845	6874	No terminal repeats	11	11	0.7829	NA	0	0.0000	NA	NA
contig_4361	8004	No terminal repeats	10	11	0.7825	NA	0	0.4946	NA	NA
contig_14748	3937	No terminal repeats	4	11	0.7825	NA	0	0.0000	NA	NA
contig_4339	2801	No terminal repeats	4	11	0.7825	NA	0	0.0000	NA	NA
contig_12568	6386	No terminal repeats	6	11	0.7823	NA	0	0.8792	NA	NA
contig_15673	3892	No terminal repeats	9	11	0.7820	NA	0	0.0000	NA	NA
contig_17423	2910	No terminal repeats	5	11	0.7819	NA	0	0.0000	NA	NA
contig_13020	3464	No terminal repeats	5	11	0.7816	NA	0	0.0000	NA	NA
contig_4458	3075	No terminal repeats	2	11	0.7812	NA	0	0.0000	NA	NA
contig_23214	3831	No terminal repeats	8	11	0.7811	NA	0	0.0000	NA	NA
contig_24462	5615	No terminal repeats	9	11	0.7811	NA	0	0.0000	NA	NA
contig_7745	3157	No terminal repeats	4	11	0.7810	NA	0	0.0000	NA	NA
contig_1790	3852	No terminal repeats	5	4	0.7810	NA	0	0.0000	NA	NA
contig_3392	11620	No terminal repeats	10	11	0.7808	NA	0	0.3954	NA	NA
contig_16620	3358	No terminal repeats	6	11	0.7807	NA	0	0.3348	NA	NA
contig_16503	2564	No terminal repeats	3	11	0.7803	NA	0	0.0000	NA	NA
contig_3976	3220	No terminal repeats	4	11	0.7802	NA	0	0.0000	NA	NA
contig_8889	5341	No terminal repeats	8	11	0.7802	NA	0	0.0000	NA	NA
contig_22159	2696	No terminal repeats	4	11	0.7802	NA	0	0.0000	NA	NA
contig_16592	6260	No terminal repeats	10	11	0.7802	NA	0	0.0000	NA	NA
contig_9267	2545	No terminal repeats	2	11	0.7800	NA	0	0.0000	NA	NA
contig_21478	5466	No terminal repeats	5	11	0.7800	NA	0	0.0000	NA	NA
contig_10788	5108	No terminal repeats	8	11	0.7799	NA	0	1.2738	NA	NA
contig_17118	4233	No terminal repeats	5	11	0.7797	NA	0	0.2832	NA	NA
contig_10775	5430	No terminal repeats	12	11	0.7790	NA	0	0.0000	NA	NA
contig_10632	6420	No terminal repeats	6	11	0.7787	NA	0	0.8808	NA	NA
contig_5322	6168	No terminal repeats	8	11	0.7787	NA	0	0.0000	NA	NA
contig_4390	4655	No terminal repeats	7	11	0.7785	NA	0	0.0000	NA	NA
contig_6696	4606	No terminal repeats	6	11	0.7785	NA	0	0.0000	NA	NA
contig_19354	3445	No terminal repeats	6	11	0.7783	NA	0	0.0000	NA	NA
contig_14295	8674	No terminal repeats	13	11	0.7779	NA	0	0.0000	NA	NA
contig_14360	7257	No terminal repeats	10	11	0.7779	NA	0	0.6364	NA	NA
contig_20991	5195	No terminal repeats	8	11	0.7778	NA	0	0.0000	NA	NA
contig_22060	4944	No terminal repeats	11	11	0.7777	NA	0	0.0000	NA	NA
contig_23859	3226	No terminal repeats	2	11	0.7774	NA	0	0.0000	NA	NA
contig_6703	4142	No terminal repeats	2	11	0.7773	NA	0	1.2752	NA	NA
contig_187	5651	No terminal repeats	9	11	0.7773	NA	0	0.7537	NA	NF033693
contig_4890	5392	No terminal repeats	7	11	0.7770	NA	0	0.0000	NA	NA
contig_10138	3985	No terminal repeats	1	11	0.7770	NA	0	0.0000	NA	NA
contig_15448	5249	No terminal repeats	11	15	0.7770	NA	0	1.2020	NA	NA
contig_7217	15363	No terminal repeats	19	11	0.7767	NA	0	1.0612	NA	NA
contig_13712	2868	No terminal repeats	4	11	0.7766	NA	0	0.0000	NA	NA
contig_13203	4907	No terminal repeats	11	11	0.7764	NA	0	0.0000	NA	NA
contig_10280	5380	No terminal repeats	9	11	0.7763	NA	0	0.0000	NA	NA
contig_8987	4778	No terminal repeats	6	11	0.7761	NA	0	0.0000	NA	NA
contig_14962	8423	No terminal repeats	7	11	0.7758	NA	0	0.7236	NA	NA
contig_15947	15254	No terminal repeats	24	11	0.7756	NA	0	1.0558	NA	NA
contig_12245	3455	No terminal repeats	3	11	0.7754	NA	0	0.0000	NA	NA
contig_7440	4745	No terminal repeats	4	11	0.7753	NA	0	0.0000	NA	NA
contig_21615	5213	No terminal repeats	11	11	0.7752	NA	0	0.0000	NA	NA
contig_18368	3572	No terminal repeats	5	11	0.7752	NA	0	0.4353	NA	NA
contig_25245	7500	No terminal repeats	12	11	0.7751	NA	0	0.0000	NA	NA
contig_5933	7741	No terminal repeats	12	11	0.7751	NA	0	0.1769	NA	NA
contig_16960	4780	No terminal repeats	7	11	0.7750	NA	0	0.4096	NA	NA
contig_25401	33072	No terminal repeats	47	11	0.7749	NA	0	0.3612	NA	NA
contig_10900	4334	No terminal repeats	6	11	0.7747	NA	0	0.0000	NA	NA
contig_19525	6954	No terminal repeats	11	11	0.7747	NA	0	0.6935	NA	NA
contig_20106	3150	No terminal repeats	5	11	0.7747	NA	0	0.0000	NA	NA
contig_4216	2569	No terminal repeats	3	11	0.7746	NA	0	1.1678	NA	NA
contig_11929	2602	No terminal repeats	4	11	0.7743	NA	0	0.0000	NA	NA
contig_22817	10689	No terminal repeats	15	11	0.7742	NA	0	2.2125	NA	NA
contig_21868	6499	No terminal repeats	5	11	0.7741	NA	0	1.5165	NA	NF033135
contig_7124	5715	No terminal repeats	6	11	0.7740	NA	0	0.0000	NA	NA
contig_11109	15195	No terminal repeats	15	11	0.7740	NA	0	0.5057	NA	NA
contig_22043	2991	No terminal repeats	4	11	0.7740	NA	0	0.0000	NA	NA
contig_7910	2968	No terminal repeats	4	11	0.7739	NA	0	0.2773	NA	NA
contig_3832	3749	No terminal repeats	6	11	0.7739	NA	0	0.0000	NA	NA
contig_16268	7214	No terminal repeats	12	11	0.7738	NA	0	0.0000	NA	NA
contig_11612	3359	No terminal repeats	4	11	0.7735	NA	0	0.0000	NA	NA
contig_6909	2883	No terminal repeats	4	11	0.7735	NA	0	0.0000	NA	NA
contig_25970	5044	No terminal repeats	10	11	0.7734	NA	0	0.0000	NA	NA
contig_5941	4195	No terminal repeats	5	11	0.7728	NA	0	0.0000	NA	NA
contig_15869	6098	No terminal repeats	8	11	0.7727	NA	0	0.0000	NA	NA
contig_6355	2853	No terminal repeats	7	4	0.7726	NA	0	0.0000	NA	NA
contig_17823	5180	No terminal repeats	2	11	0.7725	NA	0	0.0000	NA	NA
contig_9201	8175	No terminal repeats	10	11	0.7724	NA	0	0.0000	NA	NA
contig_21618	13961	No terminal repeats	26	11	0.7722	NA	0	0.0000	NA	NA
contig_18021	2858	No terminal repeats	4	11	0.7722	NA	0	0.0000	NA	NA
contig_10840	5694	No terminal repeats	10	11	0.7721	NA	0	0.6712	NA	NA
contig_26103	4543	No terminal repeats	12	11	0.7720	NA	0	0.0000	NA	NA
contig_5567	3130	No terminal repeats	4	15	0.7717	NA	0	0.0000	NA	NA
contig_21372	5112	No terminal repeats	10	11	0.7717	NA	0	0.0000	NA	NA
contig_18142	5391	No terminal repeats	6	11	0.7716	NA	0	0.0000	NA	NA
contig_948	2730	No terminal repeats	1	11	0.7713	NA	0	0.0000	NA	NA
contig_15826	9913	No terminal repeats	19	11	0.7712	NA	0	1.2690	NA	NA
contig_1703	3980	No terminal repeats	5	11	0.7711	NA	0	0.0000	NA	NA
contig_12392	4441	No terminal repeats	8	11	0.7710	NA	0	0.0000	NA	NA
contig_3269	4960	No terminal repeats	9	11	0.7710	NA	0	0.0000	NA	NA
contig_13369	15501	No terminal repeats	17	11	0.7708	NA	0	0.7543	NA	NA
contig_14249	2585	No terminal repeats	3	11	0.7708	NA	0	0.0000	NA	NA
contig_10355	6480	No terminal repeats	10	11	0.7707	NA	0	1.8901	NA	NA
contig_21644	5606	No terminal repeats	13	11	0.7707	NA	0	0.0000	NA	NA
contig_16678	2663	No terminal repeats	3	11	0.7707	NA	0	0.0000	NA	NA
contig_2482	4786	No terminal repeats	8	11	0.7700	NA	0	0.0000	NA	NA
contig_202	4934	No terminal repeats	7	11	0.7698	NA	0	0.0000	NA	NA
contig_17513	3556	No terminal repeats	7	11	0.7698	NA	0	1.5406	NA	NA
contig_6863	2893	No terminal repeats	2	11	0.7697	NA	0	0.0000	NA	NA
contig_12664	4235	No terminal repeats	6	11	0.7696	NA	0	0.0000	NA	NA
contig_21672	2736	No terminal repeats	4	11	0.7695	NA	0	0.0000	NA	NA
contig_1899	3342	No terminal repeats	5	4	0.7695	NA	0	0.7537	NA	NF033693
contig_7883	2834	No terminal repeats	5	11	0.7692	NA	0	1.1799	NA	NA
contig_16632	2583	No terminal repeats	2	11	0.7691	NA	0	0.0000	NA	NA
contig_4059	3386	No terminal repeats	6	11	0.7690	NA	0	0.6149	NA	NA
contig_6444	15934	No terminal repeats	19	11	0.7688	NA	0	0.7064	NA	NF033105
contig_14219	4217	No terminal repeats	3	11	0.7688	NA	0	0.0000	NA	NA
contig_11462	5443	No terminal repeats	13	11	0.7687	NA	0	0.0000	NA	NA
contig_18130	4323	No terminal repeats	4	11	0.7686	NA	0	0.0000	NA	NA
contig_8233	6271	No terminal repeats	14	11	0.7685	NA	0	0.0000	NA	NA
contig_3844	6365	No terminal repeats	18	11	0.7682	NA	0	0.0000	NA	NA
contig_22099	4671	No terminal repeats	6	11	0.7681	NA	0	0.0000	NA	NA
contig_9101	2599	No terminal repeats	5	11	0.7681	NA	0	0.0000	NA	NA
contig_4679	21291	No terminal repeats	26	11	0.7681	NA	0	2.5947	NA	NA
contig_16724	2614	No terminal repeats	3	11	0.7680	NA	0	0.4120	NA	NA
contig_10012	4765	No terminal repeats	5	11	0.7678	NA	0	0.0000	NA	NA
contig_9070	2802	No terminal repeats	2	11	0.7678	NA	0	0.0000	NA	NA
contig_12905	3767	No terminal repeats	3	11	0.7676	NA	0	0.0000	NA	NA
contig_21923	4825	No terminal repeats	4	11	0.7672	NA	0	1.2784	NA	NA
contig_10972	5230	No terminal repeats	5	11	0.7671	NA	0	0.0000	NA	NA
contig_22483	2933	No terminal repeats	5	11	0.7670	NA	0	0.0000	NA	NA
contig_8249	7953	No terminal repeats	3	11	0.7669	NA	0	0.6031	NA	NA
contig_4709	3254	No terminal repeats	9	11	0.7668	NA	0	0.0000	NA	NA
contig_21660	3986	No terminal repeats	7	11	0.7668	NA	0	0.0000	NA	NA
contig_2714	5977	No terminal repeats	3	11	0.7666	NA	0	0.0000	NA	NA
contig_13010	3104	No terminal repeats	7	11	0.7663	NA	0	0.0000	NA	NA
contig_11722	2601	No terminal repeats	4	11	0.7662	NA	0	0.0000	NA	NA
contig_2687	3157	No terminal repeats	3	11	0.7660	NA	0	0.0000	NA	NA
contig_21129	4593	No terminal repeats	9	11	0.7658	NA	0	0.0000	NA	NA
contig_7968	7370	No terminal repeats	17	11	0.7657	NA	0	0.0000	NA	NA
contig_5710	2762	No terminal repeats	4	11	0.7657	NA	0	0.0000	NA	NA
contig_13280	2834	No terminal repeats	8	4	0.7656	NA	0	0.0000	NA	NA
contig_24785	5755	No terminal repeats	12	11	0.7654	NA	0	0.0000	NA	NA
contig_10914	27817	No terminal repeats	29	11	0.7652	NA	0	0.6418	NA	NA
contig_24393	9101	No terminal repeats	12	11	0.7649	NA	0	0.0000	NA	NA
contig_5087	2832	No terminal repeats	4	11	0.7649	NA	0	0.0000	NA	NA
contig_24436	6536	No terminal repeats	7	11	0.7649	NA	0	0.0000	NA	NA
contig_4433	20051	No terminal repeats	28	11	0.7647	NA	0	0.7781	NA	NA
contig_10627	2820	No terminal repeats	3	11	0.7645	NA	0	0.0000	NA	NA
contig_22884	6568	No terminal repeats	10	11	0.7644	NA	0	0.0000	NA	NA
contig_19300	5142	No terminal repeats	8	11	0.7642	NA	0	0.0000	NA	NA
contig_21976	2877	No terminal repeats	4	11	0.7640	NA	0	0.2594	NA	NA
contig_10397	2524	No terminal repeats	4	11	0.7638	NA	0	0.0000	NA	NA
contig_9659	3914	No terminal repeats	3	11	0.7637	NA	0	0.0000	NA	NA
contig_13822	4084	No terminal repeats	11	11	0.7637	NA	0	0.0000	NA	NA
contig_14072	17505	No terminal repeats	22	11	0.7636	NA	0	1.0745	NA	NA
contig_17898	3581	No terminal repeats	6	11	0.7634	NA	0	0.0000	NA	NA
contig_612	6297	No terminal repeats	8	11	0.7633	NA	0	0.0000	NA	NA
contig_14928	7289	No terminal repeats	9	11	0.7633	NA	0	0.0000	NA	NA
contig_10051	2873	No terminal repeats	4	11	0.7631	NA	0	0.0000	NA	NA
contig_23733	8785	No terminal repeats	7	11	0.7631	NA	0	1.3308	NA	NA
contig_13580	3464	No terminal repeats	9	11	0.7630	NA	0	0.0000	NA	NA
contig_10870	3321	No terminal repeats	3	11	0.7629	NA	0	0.0000	NA	NA
contig_3500	5733	No terminal repeats	6	11	0.7628	NA	0	0.6562	NA	NA
contig_5354	4011	No terminal repeats	4	11	0.7626	NA	0	1.2907	NA	NA
contig_21521	5968	No terminal repeats	11	15	0.7625	NA	0	0.0000	NA	NA
contig_18212	3886	No terminal repeats	5	11	0.7625	NA	0	1.3852	NA	NA
contig_15879	5489	No terminal repeats	7	11	0.7625	NA	0	0.0000	NA	NA
contig_7888	14833	No terminal repeats	8	11	0.7623	NA	0	0.3622	NA	NA
contig_19696	6255	No terminal repeats	11	11	0.7622	NA	0	0.0869	NA	NA
contig_21018	4776	No terminal repeats	8	11	0.7621	NA	0	0.0000	NA	NA
contig_17702	6250	No terminal repeats	12	11	0.7621	NA	0	0.0000	NA	NA
