gene	start	stop	frame	contig	score	phrog	alnScore	seqIdentity	eVal	top_hit	Method	Region	color	annot	category	vfdb_hit	vfdb_alnScore	vfdb_seqIdentity	vfdb_eVal	vfdb_short_name	vfdb_description	vfdb_species	CARD_hit	CARD_alnScore	CARD_seqIdentity	CARD_eVal	CARD_species	ARO_Accession	CARD_short_name	Protein_Accession	DNA_Accession	AMR_Gene_Family	Drug_Class	Resistance_Mechanism	locus_tag
phage_comp_32_cycle_1_CDS_0133	51929	51462	-	phage_comp_32_cycle_1	-2656.4673069315204	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_32_cycle_1_CDS_0133
phage_comp_32_cycle_1_CDS_0134	52210	51962	-	phage_comp_32_cycle_1	-285.51044824264727	9107	44.0	0.402	2.165e-08	KJ586795_p174	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_32_cycle_1_CDS_0134
phage_comp_32_cycle_1_CDS_0135	52625	52236	-	phage_comp_32_cycle_1	-8392.569881079386	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_32_cycle_1_CDS_0135
phage_comp_32_cycle_1_CDS_0136	53313	52618	-	phage_comp_32_cycle_1	-95286094.72511633	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_32_cycle_1_CDS_0136
phage_comp_33_cycle_1_CDS_0001	1019	3	-	phage_comp_33_cycle_1	-1475479857.4421628	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0001
phage_comp_33_cycle_1_CDS_0002	3252	925	-	phage_comp_33_cycle_1	-7.033420577504599e+18	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0002
phage_comp_33_cycle_1_CDS_0003	3910	3245	-	phage_comp_33_cycle_1	-1549431.8785466964	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0003
phage_comp_33_cycle_1_CDS_0004	4004	3894	-	phage_comp_33_cycle_1	-2.405644063248213	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0004
phage_comp_33_cycle_1_CDS_0005	4080	4172	+	phage_comp_33_cycle_1	-0.0512368446609206	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0005
phage_comp_33_cycle_1_CDS_0006	4431	4213	-	phage_comp_33_cycle_1	-135.90261321231216	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0006
phage_comp_33_cycle_1_CDS_0007	4596	4447	-	phage_comp_33_cycle_1	-1.5942195989804624	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0007
phage_comp_33_cycle_1_CDS_0008	4931	4623	-	phage_comp_33_cycle_1	-78.49849719445325	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0008
phage_comp_33_cycle_1_CDS_0009	5808	4909	-	phage_comp_33_cycle_1	-4359507.413370752	14985	87.0	0.244	1.739e-19	KY554767_p72	PHANOTATE	CDS	#3e83f6	virion structural protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0009
phage_comp_33_cycle_1_CDS_0010	6014	5790	-	phage_comp_33_cycle_1	-531.8673306407812	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0010
phage_comp_33_cycle_1_CDS_0011	6598	6134	-	phage_comp_33_cycle_1	-5080.1845384501	20833	42.0	0.277	2.514e-06	KY554767_p70	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0011
phage_comp_33_cycle_1_CDS_0012	7005	6595	-	phage_comp_33_cycle_1	-81.1472383250119	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0012
phage_comp_33_cycle_1_CDS_0013	7567	7067	-	phage_comp_33_cycle_1	-4960.029022789482	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0013
phage_comp_33_cycle_1_CDS_0014	8040	7582	-	phage_comp_33_cycle_1	-24383.97706506568	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0014
phage_comp_33_cycle_1_CDS_0015	8816	8034	-	phage_comp_33_cycle_1	-3488541.6424509645	16343	77.0	0.241	2.351e-17	KY554762_p61	PHANOTATE	CDS	#35d7ff	head-tail adaptor	connector	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0015
phage_comp_33_cycle_1_CDS_0016	10015	8828	-	phage_comp_33_cycle_1	-517837311.20572656	37094	91.0	0.26	6.031e-21	p118814 VI_00500	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0016
phage_comp_33_cycle_1_CDS_0017	11123	10020	-	phage_comp_33_cycle_1	-248867971644.81915	37716	69.0	0.284	3.965e-14	p118815 VI_00500	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0017
phage_comp_33_cycle_1_CDS_0018	11449	11123	-	phage_comp_33_cycle_1	-543.9181101574427	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0018
phage_comp_33_cycle_1_CDS_0019	11577	11446	-	phage_comp_33_cycle_1	-25.764391994029	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0019
phage_comp_33_cycle_1_CDS_0020	11861	11577	-	phage_comp_33_cycle_1	-1204.1482074888809	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0020
phage_comp_33_cycle_1_CDS_0021	11929	11834	-	phage_comp_33_cycle_1	-6.126175035832245	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0021
phage_comp_33_cycle_1_CDS_0022	12316	11939	-	phage_comp_33_cycle_1	-6167.057751462828	37970	51.0	0.321	2.145e-09	p118820 VI_00500	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0022
phage_comp_33_cycle_1_CDS_0023	12333	12428	+	phage_comp_33_cycle_1	-1.731365283600687	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0023
phage_comp_33_cycle_1_CDS_0024	12668	12570	-	phage_comp_33_cycle_1	-2.3240571769177327	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0024
phage_comp_33_cycle_1_CDS_0025	12813	12655	-	phage_comp_33_cycle_1	-2.5728901380307376	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0025
phage_comp_33_cycle_1_CDS_0026	12937	12833	-	phage_comp_33_cycle_1	-0.4456854922519193	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0026
phage_comp_33_cycle_1_CDS_0027	13476	12934	-	phage_comp_33_cycle_1	-63696.60989360903	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0027
phage_comp_33_cycle_1_CDS_0028	14828	13485	-	phage_comp_33_cycle_1	-1282403534641.8757	16496	72.0	0.196	1.79e-14	KY554767_p59	PHANOTATE	CDS	#3e83f6	portal protein	head and packaging	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0028
phage_comp_33_cycle_1_CDS_0029	15004	14828	-	phage_comp_33_cycle_1	-12.502146370361144	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0029
phage_comp_33_cycle_1_CDS_0030	15162	14995	-	phage_comp_33_cycle_1	-1.2247486637559752	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0030
phage_comp_33_cycle_1_CDS_0031	15298	15155	-	phage_comp_33_cycle_1	-1.3597705709322918	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0031
phage_comp_33_cycle_1_CDS_0032	15435	15331	-	phage_comp_33_cycle_1	-0.0748555086527706	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0032
phage_comp_33_cycle_1_CDS_0033	16475	15444	-	phage_comp_33_cycle_1	-7235863.160429221	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0033
phage_comp_33_cycle_1_CDS_0034	16906	16535	-	phage_comp_33_cycle_1	-453.8519816777361	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0034
phage_comp_33_cycle_1_CDS_0035	17111	16908	-	phage_comp_33_cycle_1	-85.43467326022721	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0035
phage_comp_33_cycle_1_CDS_0036	17470	17111	-	phage_comp_33_cycle_1	-914.3225655894794	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0036
phage_comp_33_cycle_1_CDS_0037	18313	17864	-	phage_comp_33_cycle_1	-4306.679477103616	827	57.0	0.26	1.463e-11	KX379673_p55	PHANOTATE	CDS	#ffdf59	Holliday junction resolvase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0037
phage_comp_33_cycle_1_CDS_0038	18388	18498	+	phage_comp_33_cycle_1	-0.1949372154848586	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0038
phage_comp_33_cycle_1_CDS_0039	18770	18663	-	phage_comp_33_cycle_1	-0.2466705597673337	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0039
phage_comp_33_cycle_1_CDS_0040	18776	19660	+	phage_comp_33_cycle_1	-211047.8394320108	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0040
phage_comp_33_cycle_1_CDS_0041	19760	19849	+	phage_comp_33_cycle_1	-6.540982462088237	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0041
phage_comp_33_cycle_1_CDS_0042	19965	20069	+	phage_comp_33_cycle_1	-0.0581794272978951	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0042
phage_comp_33_cycle_1_CDS_0043	20174	20269	+	phage_comp_33_cycle_1	-0.1007317629012881	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0043
phage_comp_33_cycle_1_CDS_0044	20294	20389	+	phage_comp_33_cycle_1	-1.1665891113977314	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0044
phage_comp_33_cycle_1_CDS_0045	20692	20823	+	phage_comp_33_cycle_1	-1.279333977379538	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0045
phage_comp_33_cycle_1_CDS_0046	20900	21118	+	phage_comp_33_cycle_1	-47.043818695751376	5149	66.0	0.465	5.63e-16	NC_021787_p3	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0046
phage_comp_33_cycle_1_CDS_0047	21556	21407	-	phage_comp_33_cycle_1	-0.4226551829546444	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0047
phage_comp_33_cycle_1_CDS_0048	21603	21695	+	phage_comp_33_cycle_1	-1.6064442023787129	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0048
phage_comp_33_cycle_1_CDS_0049	21750	22118	+	phage_comp_33_cycle_1	-1072.2879391043969	3276	68.0	0.429	6.982e-16	NC_022918_p15	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0049
phage_comp_33_cycle_1_CDS_0050	22149	23237	+	phage_comp_33_cycle_1	-12453388790.906807	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0050
phage_comp_33_cycle_1_CDS_0051	23350	23625	+	phage_comp_33_cycle_1	-759.6293999477765	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0051
phage_comp_33_cycle_1_CDS_0052	23722	23880	+	phage_comp_33_cycle_1	-72.19951501368035	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0052
phage_comp_33_cycle_1_CDS_0053	23890	24480	+	phage_comp_33_cycle_1	-1850.0061430428316	67	70.0	0.285	1.095e-14	KJ019063_p46	PHANOTATE	CDS	#838383	DNA methyltransferase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0053
phage_comp_33_cycle_1_CDS_0054	24561	24695	+	phage_comp_33_cycle_1	-3.9108278821146816	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0054
phage_comp_33_cycle_1_CDS_0055	24676	24936	+	phage_comp_33_cycle_1	-35.91019497469824	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0055
phage_comp_33_cycle_1_CDS_0056	24912	25139	+	phage_comp_33_cycle_1	-1266.3928727779685	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0056
phage_comp_33_cycle_1_CDS_0057	25132	25494	+	phage_comp_33_cycle_1	-15067.53641372638	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0057
phage_comp_33_cycle_1_CDS_0058	25615	25511	-	phage_comp_33_cycle_1	-0.0658893723018428	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0058
phage_comp_33_cycle_1_CDS_0059	25821	25690	-	phage_comp_33_cycle_1	-0.1357323147454115	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0059
phage_comp_33_cycle_1_CDS_0060	25778	26122	+	phage_comp_33_cycle_1	-5007.824218471372	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0060
phage_comp_33_cycle_1_CDS_0061	26137	27690	+	phage_comp_33_cycle_1	-230519317920781.6	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0061
phage_comp_33_cycle_1_CDS_0062	27702	28877	+	phage_comp_33_cycle_1	-142075256799.8361	21791	130.0	0.318	4.355e-34	KY554766_p27	PHANOTATE	CDS	#838383	peptidase	other	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0062
phage_comp_33_cycle_1_CDS_0063	28966	28853	-	phage_comp_33_cycle_1	-0.1418341129069208	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0063
phage_comp_33_cycle_1_CDS_0064	29127	30053	+	phage_comp_33_cycle_1	-10417753.576920748	186	44.0	0.329	2.18e-06	p76780 VI_00691	PHANOTATE	CDS	#ffdf59	DnaD-like helicase loader	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0064
phage_comp_33_cycle_1_CDS_0065	30050	31828	+	phage_comp_33_cycle_1	-884257037851657.9	3123	138.0	0.231	1.3700000000000001e-34	NC_021063_p56	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0065
phage_comp_33_cycle_1_CDS_0066	31821	32318	+	phage_comp_33_cycle_1	-8153.991319862787	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0066
phage_comp_33_cycle_1_CDS_0067	32319	33473	+	phage_comp_33_cycle_1	-1329564446.7935624	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0067
phage_comp_33_cycle_1_CDS_0068	33707	33615	-	phage_comp_33_cycle_1	-0.0681635501382993	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0068
phage_comp_33_cycle_1_CDS_0069	33675	34403	+	phage_comp_33_cycle_1	-523073.1365483984	9759	45.0	0.516	5.209e-09	MG757153_p67	PHANOTATE	CDS	#ffdf59	DNA binding protein	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0069
phage_comp_33_cycle_1_CDS_0070	34606	35730	+	phage_comp_33_cycle_1	-107735480.9865294	5995	57.0	0.286	1.21e-10	NC_029026_p140	PHANOTATE	CDS	#ffdf59	DNA polymerase	DNA, RNA and nucleotide metabolism	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0070
phage_comp_33_cycle_1_CDS_0071	35742	35852	+	phage_comp_33_cycle_1	-6.866739149190681	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0071
phage_comp_33_cycle_1_CDS_0072	35864	36364	+	phage_comp_33_cycle_1	-16711.30533956632	15722	75.0	0.302	1.286e-17	NC_012663_p77	PHANOTATE	CDS	#c9c9c9	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0072
phage_comp_33_cycle_1_CDS_0073	36455	37243	+	phage_comp_33_cycle_1	-9506980.77740895	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0073
phage_comp_33_cycle_1_CDS_0074	37200	37565	+	phage_comp_33_cycle_1	-4515.1676318889495	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0074
phage_comp_33_cycle_1_CDS_0075	37558	37689	+	phage_comp_33_cycle_1	-15.563849661558312	No_PHROG	No_PHROG	No_PHROG	No_PHROG	No_PHROG	PHANOTATE	CDS	None	hypothetical protein	unknown function	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	phage_comp_33_cycle_1_CDS_0075
